id,name,file,offset
73,com.facebook.buck.distributed.thrift.BuildRuleUnlockedEvent,src-gen/com/facebook/buck/distributed/thrift/BuildRuleUnlockedEvent.java,186
74,com.facebook.buck.core.config.BuckConfig,src/com/facebook/buck/core/config/BuckConfig.java,2013
75,com.facebook.buck.distributed.thrift.GetWorkResponse,src-gen/com/facebook/buck/distributed/thrift/GetWorkResponse.java,186
76,com.facebook.buck.apple.xcode.xcodeproj.PBXGroup,src/com/facebook/buck/apple/xcode/xcodeproj/PBXGroup.java,1013
77,com.facebook.buck.distributed.thrift.BuildSlavePerStageTimingStats,src-gen/com/facebook/buck/distributed/thrift/BuildSlavePerStageTimingStats.java,186
78,com.facebook.buck.distributed.thrift.CoordinatorBuildProgress,src-gen/com/facebook/buck/distributed/thrift/CoordinatorBuildProgress.java,186
79,com.facebook.buck.distributed.thrift.BuildRuleStartedEvent,src-gen/com/facebook/buck/distributed/thrift/BuildRuleStartedEvent.java,186
80,com.facebook.buck.query.thrift.DirectedAcyclicGraph,src-gen/com/facebook/buck/query/thrift/DirectedAcyclicGraph.java,180
81,com.facebook.buck.distributed.thrift.UpdateBuildSlaveStatusRequest,src-gen/com/facebook/buck/distributed/thrift/UpdateBuildSlaveStatusRequest.java,186
82,com.facebook.buck.cxx.CxxToolFlags,src/com/facebook/buck/cxx/CxxToolFlags.java,1041
83,com.facebook.buck.jvm.java.JavacPipelineState,src/com/facebook/buck/jvm/java/JavacPipelineState.java,1677
84,com.facebook.buck.distributed.thrift.FetchBuildSlaveStatusRequest,src-gen/com/facebook/buck/distributed/thrift/FetchBuildSlaveStatusRequest.java,186
85,com.android.dx.dex.code.InsnFormat,third-party/java/dx/src/com/android/dx/dex/code/InsnFormat.java,1108
86,com.facebook.buck.distributed.thrift.UpdateBuildSlaveBuildStatusRequest,src-gen/com/facebook/buck/distributed/thrift/UpdateBuildSlaveBuildStatusRequest.java,186
87,com.facebook.buck.artifact_cache.thrift.Manifest,src-gen/com/facebook/buck/artifact_cache/thrift/Manifest.java,189
88,com.android.dx.ssa.SsaBasicBlock,third-party/java/dx/src/com/android/dx/ssa/SsaBasicBlock.java,1355
89,com.facebook.buck.core.model.actiongraph.computation.ActionGraphProvider,src/com/facebook/buck/core/model/actiongraph/computation/ActionGraphProvider.java,1878
90,com.facebook.buck.distributed.thrift.SetBuckVersionRequest,src-gen/com/facebook/buck/distributed/thrift/SetBuckVersionRequest.java,186
91,com.facebook.buck.distributed.thrift.MultiGetBuildSlaveLogDirRequest,src-gen/com/facebook/buck/distributed/thrift/MultiGetBuildSlaveLogDirRequest.java,186
92,com.facebook.buck.artifact_cache.DirArtifactCache,src/com/facebook/buck/artifact_cache/DirArtifactCache.java,2194
93,com.facebook.buck.android.AndroidBuckConfig,src/com/facebook/buck/android/AndroidBuckConfig.java,1629
94,com.facebook.buck.distributed.thrift.BuckVersionType,src-gen/com/facebook/buck/distributed/thrift/BuckVersionType.java,187
95,com.facebook.buck.distributed.thrift.BuildJobStateFileHashes,src-gen/com/facebook/buck/distributed/thrift/BuildJobStateFileHashes.java,186
96,com.facebook.buck.distributed.thrift.FetchBuildGraphRequest,src-gen/com/facebook/buck/distributed/thrift/FetchBuildGraphRequest.java,186
97,com.android.dx.ssa.NormalSsaInsn,third-party/java/dx/src/com/android/dx/ssa/NormalSsaInsn.java,899
98,com.facebook.buck.distributed.thrift.BuildStatusRequest,src-gen/com/facebook/buck/distributed/thrift/BuildStatusRequest.java,186
99,com.facebook.buck.artifact_cache.thrift.BuckCacheMultiContainsRequest,src-gen/com/facebook/buck/artifact_cache/thrift/BuckCacheMultiContainsRequest.java,189
100,com.android.dx.rop.type.Type,third-party/java/dx/src/com/android/dx/rop/type/Type.java,817
101,com.facebook.buck.distributed.thrift.HealthCheckStats,src-gen/com/facebook/buck/distributed/thrift/HealthCheckStats.java,186
102,com.facebook.buck.distributed.thrift.BuildSlaveInfo,src-gen/com/facebook/buck/distributed/thrift/BuildSlaveInfo.java,186
103,com.facebook.buck.distributed.thrift.BuildStatusResponse,src-gen/com/facebook/buck/distributed/thrift/BuildStatusResponse.java,186
104,com.facebook.buck.distributed.thrift.StoreBuildSlaveFinishedStatsRequest,src-gen/com/facebook/buck/distributed/thrift/StoreBuildSlaveFinishedStatsRequest.java,186
105,com.android.dx.ssa.back.SsaToRop,third-party/java/dx/src/com/android/dx/ssa/back/SsaToRop.java,1408
106,com.facebook.buck.cxx.CxxLibrary,src/com/facebook/buck/cxx/CxxLibrary.java,3027
107,com.android.dx.ssa.SsaMethod,third-party/java/dx/src/com/android/dx/ssa/SsaMethod.java,1260
108,com.facebook.buck.query.thrift.DirectedAcyclicGraphEdge,src-gen/com/facebook/buck/query/thrift/DirectedAcyclicGraphEdge.java,180
109,com.facebook.buck.distributed.thrift.CacheRateStats,src-gen/com/facebook/buck/distributed/thrift/CacheRateStats.java,186
110,com.facebook.buck.cli.AuditClasspathCommand,src/com/facebook/buck/cli/AuditClasspathCommand.java,2287
111,com.facebook.buck.cli.VerifyCachesCommand,src/com/facebook/buck/cli/VerifyCachesCommand.java,1678
112,com.facebook.buck.distributed.thrift.CASContainsResponse,src-gen/com/facebook/buck/distributed/thrift/CASContainsResponse.java,186
113,com.facebook.buck.cli.MainRunner,src/com/facebook/buck/cli/MainRunner.java,13904
114,com.facebook.buck.distributed.thrift.ReturnCapacityResponse,src-gen/com/facebook/buck/distributed/thrift/ReturnCapacityResponse.java,186
115,com.android.dex.util.ExceptionWithContext,third-party/java/dx/src/com/android/dex/util/ExceptionWithContext.java,709
